"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CDKN3",0,1.71497549473382,0.867,0.027,0
"CPA2",5.34903408964567e-242,1.71345910009391,0.87,0.143,1.06980681792913e-238
"CXCL3",1.32290207077687e-256,1.71272017252725,0.87,0.165,2.64580414155374e-253
"TYROBP",0,1.70797992755985,0.846,0.012,0
"FGL1",1.14789144121989e-45,1.70695429556217,0.283,0.005,2.29578288243977e-42
"ANXA1",0,1.6955590026774,0.87,0.037,0
"ADAM19",2.90105465925063e-319,1.69318207555224,0.81,0.029,5.80210931850126e-316
"CEBPD",1.93928980942271e-240,1.69202997416905,0.875,0.142,3.87857961884542e-237
"IGSF6",1.15727604402102e-230,1.68865167632459,0.653,0.025,2.31455208804204e-227
"IFI30",0,1.68670080193484,0.876,0.043,0
"TNFSF15",0,1.68191661882301,0.865,0.025,0
"FGL2",3.43301739150277e-221,1.66103172524858,0.616,0.005,6.86603478300554e-218
"PCDH9",1.90840821454754e-212,1.65329455863501,0.939,0.191,3.81681642909507e-209
"BCHE",1.80405625792216e-231,1.64196531098476,0.76,0.008,3.60811251584431e-228
"GPM6A",1.50069009455787e-206,1.63660440258868,0.745,0.024,3.00138018911575e-203
"B2M",1.97916821697041e-81,1.63236653344986,0.997,0.815,3.95833643394081e-78
"PRKAG2-AS1",1.03830988056828e-198,1.61979160363288,0.123,0.01,2.07661976113657e-195
"HSPB6",1.03358533109989e-320,1.61352616794792,0.835,0.039,2.06717066219978e-317
"IL1R1",2.05292575759723e-272,1.60797577529756,0.868,0.107,4.10585151519445e-269
"CLEC14A",1.29520433813275e-271,1.60151872970187,0.696,0.017,2.5904086762655e-268
"ID3",5.34055848674675e-273,1.59906461238602,0.929,0.205,1.06811169734935e-269
"CD96",1.79393702643106e-83,1.59413330098417,0.616,0.014,3.58787405286213e-80
"PTPRE",3.16112025627761e-307,1.58658031364561,0.907,0.088,6.32224051255522e-304
"MACC1",1.96526880743738e-25,1.58277465393769,0.343,0.047,3.93053761487476e-22
"KIAA0040",6.35869304728702e-228,1.58241841148852,0.864,0.116,1.2717386094574e-224
"CCL13",2.89993071108189e-183,1.58003325088065,0.55,0.018,5.79986142216379e-180
"PI3",1.61498830081236e-39,1.5778786288924,0.162,0,3.22997660162471e-36
"CRABP1",2.42262227746281e-56,1.56007132446744,0.235,0.007,4.84524455492563e-53
"NEAT1",2.61208223349716e-11,1.5464366543177,0.662,0.368,5.22416446699431e-08
"TNFRSF14",1.30075413068811e-43,1.54284201205502,0.312,0.034,2.60150826137621e-40
"TFPI",5.17517853948682e-252,1.54048589539537,0.869,0.133,1.03503570789736e-248
"APLNR",0,1.53828253913369,0.794,0.013,0
"CXCL5",6.74256274271676e-302,1.53658838906725,0.753,0.027,1.34851254854335e-298
"HIST1H1C",3.22701570833213e-07,1.5322981568224,0.47,0.165,0.000645403141666426
"AQP1",2.53802388077983e-292,1.52295144702583,0.816,0.024,5.07604776155967e-289
"CD83",1.37577234602685e-286,1.52178826535684,0.887,0.108,2.7515446920537e-283
"GPR183",0,1.51264119078594,0.865,0.027,0
"ANPEP",0,1.50998408451259,0.857,0.005,0
"CDKN2A",2.4742520955281e-207,1.49653657937947,0.124,0.012,4.94850419105619e-204
"SYT1",0,1.4892961286708,0.867,0.041,0
"CLC",0,1.48308786510526,0.778,0.002,0
"PAPPA2",5.33720883422609e-30,1.48184866437665,0.328,0.04,1.06744176684522e-26
"COTL1",9.54063818719184e-13,1.47094144178212,0.567,0.121,1.90812763743837e-09
"UBE2L6",1.38249063150742e-81,1.46974804496029,0.704,0.085,2.76498126301483e-78
"CTRL",2.72226735891588e-124,1.46668323801853,0.67,0.008,5.44453471783175e-121
"HES1",6.15340698283094e-244,1.46408868439982,0.87,0.162,1.23068139656619e-240
"ABI3BP",0,1.44407325826219,0.865,0.043,0
"NINJ1",6.70684193888801e-210,1.40874528836565,0.876,0.171,1.3413683877776e-206
"BHLHE40",5.50759711918417e-109,1.40215870867633,0.74,0.129,1.10151942383683e-105
"SNHG9",7.22636724051995e-135,1.40149058273991,0.82,0.23,1.44527344810399e-131
"KLF2",1.39791731803786e-236,1.39541374931959,0.905,0.157,2.79583463607571e-233
"PDZRN4",2.47857901801996e-217,1.39235479392727,0.696,0.022,4.95715803603991e-214
"FPR1",6.08455580210023e-222,1.39152526457792,0.611,0.002,1.21691116042005e-218
"CSF2RA",0,1.38790058054729,0.862,0.011,0
"PIK3C2G",6.87577953171651e-287,1.37842415130261,0.752,0.009,1.3751559063433e-283
"FAM129A",3.72493948701235e-96,1.37761168723216,0.645,0.018,7.4498789740247e-93
"ALB",8.78464257192666e-76,1.37397405647232,0.213,0.003,1.75692851438533e-72
"EMP3",3.83051878851756e-226,1.36241192888736,0.922,0.183,7.66103757703512e-223
"LAMP3",1.03753785626662e-321,1.35945617621182,0.766,0.018,2.07507571253324e-318
"RND1",2.40414777006996e-301,1.35476413766374,0.861,0.079,4.80829554013992e-298
"PNRC1",2.13886836860305e-127,1.34014720363422,0.932,0.454,4.2777367372061e-124
"HSF4",2.03486263801813e-257,1.33745085782601,0.078,0.005,4.06972527603625e-254
"CEBPB",1.44741076482659e-158,1.3366004250351,0.875,0.248,2.89482152965317e-155
"AMBP",1.18267171923384e-55,1.33468505583814,0.277,0.028,2.36534343846768e-52
"CXCL1",1.18742573862617e-290,1.33226238834767,0.868,0.097,2.37485147725234e-287
"SOD2",1.12158913663642e-99,1.33089875327422,0.889,0.437,2.24317827327285e-96
"GREM1",4.70281966950191e-307,1.30946739371679,0.853,0.052,9.40563933900381e-304
"BACE2",5.69242728864876e-91,1.30046564953502,0.662,0.049,1.13848545772975e-87
"S100A4",0,1.29879735783011,0.872,0.054,0
"PLIN5",3.09129894845111e-218,1.29485751920353,0.756,0.016,6.18259789690223e-215
"LINC00473",6.81774940862978e-207,1.29133228914507,0.125,0.016,1.36354988172596e-203
"THBS4",0,1.28205205567192,0.861,0.038,0
"TGFBI",1.07607497664223e-320,1.27680354844262,0.827,0.03,2.15214995328447e-317
"HLA-C",1.38522133126891e-20,1.27478002251739,0.719,0.276,2.77044266253781e-17
"PIM3",1.12119804662057e-74,1.26682866187381,0.818,0.399,2.24239609324114e-71
"FGF7",0,1.26547029247735,0.863,0.043,0
"CAV1",2.59134886554422e-289,1.26122809786665,0.867,0.093,5.18269773108845e-286
"ARPP21",1.51426215386738e-242,1.26047883033864,0.886,0.116,3.02852430773476e-239
"RARRES2",0,1.25802346697923,0.867,0.06,0
"HOXB2",1.63064264431161e-159,1.25780253079509,0.496,0.008,3.26128528862321e-156
"UNC5B",1.38267451095379e-178,1.25757437476414,0.734,0.025,2.76534902190758e-175
"G6PC2",1.6602858894938e-60,1.24890117546215,0.264,0.01,3.32057177898761e-57
"GLIPR1",8.44780362190828e-289,1.24361002858081,0.89,0.095,1.68956072438166e-285
"MYOCD",0,1.23236012243951,0.857,0.003,0
"TIGIT",4.47205859389803e-91,1.23011259916939,0.554,0.01,8.94411718779607e-88
"ZFP36",1.73632639810106e-124,1.22770552928036,0.885,0.304,3.47265279620212e-121
"TCHH",1.56931161466421e-303,1.22460453373361,0.757,0.026,3.13862322932841e-300
"EFNA1",1.31382187677929e-82,1.21819055649919,0.727,0.162,2.62764375355857e-79
"OSGIN1",1.02096143044118e-149,1.21673717448008,0.181,0.042,2.04192286088237e-146
"SYCN",6.24511274740736e-241,1.21443135220273,0.869,0.132,1.24902254948147e-237
"SPARCL1",0,1.20893355629476,0.867,0.037,0
"PLIN2",2.81633465851237e-117,1.20838257153881,0.772,0.155,5.63266931702473e-114
"MCTP1",3.7134926853314e-172,1.20792510433515,0.721,0.014,7.4269853706628e-169
"ACP5",1.12343396032143e-271,1.20214479755511,0.076,0.016,2.24686792064286e-268
"CTSC",1.77863632502849e-322,1.19932024350223,0.879,0.073,3.55727265005698e-319
"LINC01035",0,1.19875679797039,0.769,0.003,0
"FN1",0,1.19428090904343,0.861,0.047,0
"C9orf24",2.49807038813887e-06,1.1842089083975,0.396,0.034,0.00499614077627774
"AADAC",8.22851409909281e-268,1.17829029654011,0.682,0.001,1.64570281981856e-264
"TAGLN",0,1.17714045969995,0.867,0.059,0
"S100P",0,1.1758559741152,0.796,0.024,0
"RNASE1",1.78551315597841e-226,1.16504668556864,0.76,0.022,3.57102631195682e-223
"CALCRL",0,1.1635728702028,0.862,0.03,0
"CLPS",4.56586955889668e-11,1.16107218478412,0.926,0.698,9.13173911779335e-08
"PENK",0,1.15358093009358,0.857,0.025,0
"IGFBP3",6.08545246887229e-281,1.14942758548404,0.841,0.071,1.21709049377446e-277
"CD109",0,1.12876568320167,0.87,0.036,0
"PDE4C",1.36938195733606e-60,1.12006435676254,0.603,0.015,2.73876391467212e-57
"GZMB",5.67854482232129e-50,1.11499403054118,0.204,0.002,1.13570896446426e-46
"HLA-A",1.508006403256e-59,1.11391352268412,0.898,0.535,3.016012806512e-56
"SYNGR4",5.82195003747733e-143,1.11131860437202,0.182,0.022,1.16439000749547e-139
"GLA",5.67834675281079e-225,1.1007547335932,0.874,0.15,1.13566935056216e-221
"RNF213",6.32690462556459e-13,1.09379090713339,0.646,0.193,1.26538092511292e-09
"POSTN",0,1.09278208638024,0.867,0.042,0
"CRH",9.33225955734609e-14,1.09043921759883,0.371,0.047,1.86645191146922e-10
"UACA",1.10924989617292e-294,1.0699591939548,0.866,0.087,2.21849979234585e-291
"PHGDH",3.91450354006454e-25,1.05575806228843,0.612,0.129,7.82900708012908e-22
"MEOX1",6.0889960883258e-248,1.05525929955214,0.66,0.005,1.21779921766516e-244
"OLR1",6.08455580210023e-222,1.05209585089606,0.611,0.002,1.21691116042005e-218
"PYCARD",1.98846936617839e-299,1.05136646783783,0.893,0.078,3.97693873235678e-296
"CEL",3.9237839995302e-218,1.04054750374731,0.871,0.153,7.84756799906041e-215
"STC2",2.11609337067719e-289,1.03974868078505,0.866,0.09,4.23218674135438e-286
"IGFBP7",3.57619180948987e-49,1.03966950581167,0.704,0.241,7.15238361897974e-46
"RBPMS",2.02928944607634e-267,1.03501676802427,0.867,0.109,4.05857889215269e-264
"IL4I1",1.23911167791681e-261,1.03363881859626,0.692,0.023,2.47822335583363e-258
"METTL7A",4.57747890563987e-175,1.0331194284278,0.152,0.03,9.15495781127974e-172
"CENPW",6.91691904177745e-323,1.03120531603615,0.845,0.037,1.38338380835549e-319
"ACTA2",0,1.01202110611357,0.864,0.029,0
"ERBB4",0,1.01134796810525,0.775,0.013,0
"TFPI2",1.1674997622551e-251,0.999671914882097,0.868,0.154,2.33499952451021e-248
"FHIT",1.6693864693728e-95,0.995856036756467,0.708,0.078,3.33877293874561e-92
"NRG3",1.79617851305889e-154,0.989654243878536,0.701,0.021,3.59235702611778e-151
"CELF2",1.70313347151883e-71,0.974112279800717,0.311,0.115,3.40626694303766e-68
"FCER1G",1.15930193820273e-275,0.963674658131614,0.715,0.026,2.31860387640546e-272
"LDHA",2.71226331268194e-86,0.956208953059261,0.836,0.297,5.42452662536388e-83
"TNFAIP3",2.45760549542857e-149,0.95572615460116,0.882,0.259,4.91521099085714e-146
"GIMAP7",8.16959062054653e-223,0.950194767876362,0.628,0.023,1.63391812410931e-219
"CD8A",6.13793991907144e-187,0.948244132739996,0.727,0.011,1.22758798381429e-183
"VMO1",0,0.946855145731241,0.804,0.015,0
"C1QB",2.96481192396865e-183,0.946800704425153,0.55,0.018,5.9296238479373e-180
"ANK1",0,0.94616143348402,0.845,0.028,0
"CPNE4",9.88688743124581e-07,0.940200749916532,0.48,0.01,0.00197737748624916
"KCNIP4",8.70026993992363e-200,0.932153046683628,0.687,0.004,1.74005398798473e-196
"LYVE1",0,0.925365915626908,0.863,0.025,0
"FKBP11",8.13284242035857e-67,0.916284549044133,0.727,0.193,1.62656848407171e-63
"SPOCK3",2.00397075671281e-27,0.910336430229552,0.334,0.035,4.00794151342562e-24
"CD14",3.64252738031025e-161,0.895398539053233,0.168,0.042,7.2850547606205e-158
"CATSPERB",2.80909652971576e-59,0.893940271507488,0.552,0.008,5.61819305943152e-56
"CCK",5.28968869894836e-18,0.892704394219572,0.535,0.042,1.05793773978967e-14
"PARVB",9.33701482898281e-13,0.880621812035446,0.402,0.116,1.86740296579656e-09
"PLVAP",3.71987027522932e-190,0.877427354478127,0.729,0.016,7.43974055045864e-187
"CD44",5.46268960248893e-97,0.876558482774969,0.825,0.249,1.09253792049779e-93
"FRMD4A",2.33812102462577e-268,0.861803499009738,0.856,0.092,4.67624204925154e-265
"RPS16",3.33832485134239e-192,0.835930439262553,0.998,0.99,6.67664970268478e-189
"TYMS",0,0.833849999898108,0.858,0.035,0
"CFP",0,0.82441894826579,0.826,0.027,0
"GBP2",5.06270638857091e-82,0.822710811831895,0.64,0.034,1.01254127771418e-78
"CH25H",0,0.817963887142567,0.839,0.024,0
"CKS2",8.16342028631164e-234,0.809221739390179,0.885,0.141,1.63268405726233e-230
"SOD3",8.91617156551919e-171,0.805541745952193,0.735,0.033,1.78323431310384e-167
"AGPAT5",7.70560467987388e-09,0.798018160068166,0.663,0.326,1.54112093597478e-05
"HES4",2.6596041571782e-177,0.793775369381007,0.867,0.171,5.31920831435639e-174
"TNFSF10",1.1243763152889e-129,0.793541341848801,0.201,0.03,2.2487526305778e-126
"DLGAP5",1.84506790859447e-53,0.782323576150783,0.201,0.002,3.69013581718895e-50
"NCOA7",4.29333953159237e-104,0.78091111118372,0.854,0.274,8.58667906318473e-101
"TNFAIP8L1",1.9503509613121e-304,0.779995777253423,0.848,0.046,3.9007019226242e-301
"RPL36A",6.46682995399827e-65,0.779473008526981,0.978,0.825,1.29336599079965e-61
"UCP2",1.87966894371154e-163,0.779277218284819,0.933,0.221,3.75933788742309e-160
"PGF",3.95252516672997e-323,0.779066475744913,0.866,0.07,7.90505033345994e-320
"HIST1H4C",2.32920513104608e-21,0.773658492103403,0.718,0.307,4.65841026209217e-18
"RGS16",6.82673296664637e-164,0.767541548937739,0.864,0.2,1.36534659332927e-160
"RPS19",6.51285742580622e-92,0.767181372166586,1,0.985,1.30257148516124e-88
"RPL26",3.54842618193713e-125,0.763961563145763,1,0.987,7.09685236387425e-122
"TAF9",1.83598389781349e-09,0.74525547753806,0.676,0.375,3.67196779562698e-06
"PDGFB",0,0.738198842695037,0.866,0.047,0
"FAM198B",0,0.73492343341195,0.856,0.005,0
"PCDH15",1.21518147518846e-107,0.734568061090014,0.658,0.022,2.43036295037692e-104
"JUNB",1.37077038165932e-20,0.718350432294648,0.885,0.712,2.74154076331865e-17
"LDB2",1.20479497687732e-152,0.712062416168515,0.718,0.042,2.40958995375464e-149
"PLK1",0,0.707119500721188,0.862,0.032,0
"TACSTD2",2.4055970970596e-235,0.701002500151126,0.853,0.112,4.8111941941192e-232
"RPL39",2.81598261633954e-96,0.697835404174377,0.998,0.986,5.63196523267909e-93
"RPL10",1.71074661025139e-98,0.6806509155317,1,0.988,3.42149322050278e-95
"CLTCL1",8.73212473948887e-134,0.678728325494528,0.658,0.004,1.74642494789777e-130
"PPP1R3E",2.57098788293832e-138,0.676201342602715,0.751,0.091,5.14197576587663e-135
"PDLIM2",1.42374302192184e-37,0.669697211820608,0.336,0.088,2.84748604384368e-34
"TGIF1",3.09427779638916e-241,0.669474954551631,0.883,0.134,6.18855559277831e-238
"MKI67",1.49356862910518e-315,0.664960437728355,0.768,0.018,2.98713725821037e-312
"TTN",8.50610549436659e-178,0.650044846862394,0.765,0.05,1.70122109887332e-174
"TP53",1.53397774183846e-244,0.646047186127477,0.875,0.118,3.06795548367691e-241
"SIX3",9.03931846136636e-292,0.644452116256016,0.029,0.017,1.80786369227327e-288
"NFKBIA",7.90611293846638e-71,0.639466818783776,0.91,0.63,1.58122258769328e-67
"MECOM",1.99385535797453e-310,0.63885807894411,0.851,0.055,3.98771071594907e-307
"PLCE1",1.76535378164161e-20,0.637329705352065,0.358,0.057,3.53070756328321e-17
"SNHG7",1.28654381236457e-17,0.629351218071926,0.768,0.418,2.57308762472914e-14
"BCAT1",1.29209317671705e-299,0.625372613308329,0.876,0.086,2.58418635343409e-296
"ZNF555",3.68121581486403e-90,0.624542816390586,0.259,0.115,7.36243162972807e-87
"HSPB8",0,0.61967299969387,0.865,0.054,0
"FICD",1.45499199212168e-59,0.618563208150332,0.298,0.097,2.90998398424336e-56
"TMEM256",3.503388465722e-40,0.612041186858376,0.708,0.196,7.006776931444e-37
"OBSCN",0,0.606402773034297,0.856,0.028,0
"CXCL17",6.91781204024383e-44,0.60589008534758,0.013,0.02,1.38356240804877e-40
"IL10",1.21810837285853e-187,0.601604814281093,0.565,0.022,2.43621674571707e-184
"CENPF",3.88709070428791e-131,0.600325701192401,0.445,0.014,7.77418140857583e-128
"CLEC10A",3.08132770673426e-36,0.59993399886174,0.15,0,6.16265541346852e-33
"TPT1",2.62146914057715e-120,0.598232646063964,1,1,5.2429382811543e-117
"FBP1",1.53587469009116e-125,0.591330422491803,0.692,0.035,3.07174938018233e-122
"IKZF4",2.16944981580537e-111,0.589064966682981,0.749,0.127,4.33889963161075e-108
"PCDHB4",3.1759618480684e-185,0.578409999559387,0.136,0.021,6.35192369613681e-182
"ANK2",2.40061957296222e-21,0.575102401311563,0.368,0.086,4.80123914592444e-18
"PPP1R15A",1.87864255424266e-26,0.57058672013248,0.889,0.864,3.75728510848533e-23
"PABPC4",4.06450377252921e-53,0.568787506717963,0.889,0.445,8.12900754505842e-50
"ATF5",9.14255470159345e-24,0.568394005731758,0.389,0.157,1.82851094031869e-20
"RPS18",2.24375760612228e-73,0.565185415802101,0.999,0.993,4.48751521224457e-70
"EIF2S3",1.4780512243626e-76,0.562230153595554,0.935,0.359,2.9561024487252e-73
"KAZN",1.24008288855774e-139,0.559349464383465,0.754,0.095,2.48016577711548e-136
"C9orf116",4.69852252642294e-128,0.558286332857137,0.213,0.107,9.39704505284588e-125
"MTHFD2",6.84231523649869e-118,0.557736952292749,0.847,0.238,1.36846304729974e-114
"C1QBP",1.09728004842758e-09,0.557240379773073,0.712,0.404,2.19456009685516e-06
"ANGPT2",1.55748901104369e-264,0.540776862932483,0.871,0.116,3.11497802208737e-261
"RPL17",6.83035048015577e-29,0.540707791388612,0.975,0.817,1.36607009603115e-25
"TIPARP",3.2154191834172e-64,0.536132605578646,0.878,0.43,6.4308383668344e-61
"CDKN1A",2.3831403994171e-92,0.535239276682285,0.846,0.279,4.7662807988342e-89
"TRIM16L",1.15637718418789e-208,0.531532416191718,0.764,0.039,2.31275436837577e-205
"FABP4",1.05086276125466e-281,0.530527149524097,0.717,0.023,2.10172552250932e-278
"POLD4",3.93117365025153e-75,0.528221593371291,0.296,0.127,7.86234730050306e-72
"NR4A1",5.3441003988083e-112,0.525638082490859,0.872,0.305,1.06882007976166e-108
"ZFP36L2",2.64042470077486e-121,0.525175737315441,0.909,0.274,5.28084940154972e-118
"NME1",4.75901998415422e-71,0.524355830206237,0.882,0.378,9.51803996830843e-68
"C7",0,0.522103605505153,0.867,0.047,0
"HEMGN",0,0.520965442046522,0.784,0.015,0
"C1orf56",1.36060087612115e-106,0.514424854106582,0.845,0.229,2.72120175224231e-103
"KRTAP2-3",1.68200124248754e-44,0.509955475895726,0.189,0.005,3.36400248497508e-41
"AKR7A3",4.888212565692e-130,0.506358271103737,0.181,0.015,9.776425131384e-127
"NOSIP",8.85347838543676e-15,0.500169721841733,0.661,0.239,1.77069567708735e-11
